product_name,product_price,product_url
Nintendo 任天堂 斯普拉遁 3 亞中版 6歲以上,"$1,239",https://www.tw.coupang.com/products/Nintendo-%E4%BB%BB%E5%A4%A9%E5%A0%82-%E6%96%AF%E6%99%AE%E6%8B%89%E9%81%81-3-%E4%BA%9E%E4%B8%AD%E7%89%88-6%E6%AD%B2%E4%BB%A5%E4%B8%8A-466489526173699?itemId=466489526124548&vendorItemId=466489526157313&sourceType=search&rank=&searchId=360b0824e6ad4af0a8dfcb1a7665dbfb&q=xbox%20game%20pass%20ultimate
