product_name,product_price,product_url
"TIGER 虎牌 彈蓋型保溫保冷杯 MCT-K035, 1個, 350ml, 曜岩黑",$850,https://www.tw.coupang.com/products/TIGER-%E8%99%8E%E7%89%8C-%E5%BD%88%E8%93%8B%E5%9E%8B%E4%BF%9D%E6%BA%AB%E4%BF%9D%E5%86%B7%E6%9D%AF-MCT-K035-419715704913921?itemId=419715704881152&vendorItemId=419715704930304&sourceType=search&rank=&searchId=8051728747ee49418de6692fadc3784e&q=%E6%BD%AE%E8%88%87%E8%99%8E
